Description...,Accession,Gene_id,BT_1,BT_2,BT_3,BT_4,BT_5,BT_6,BT_7,BT_8,BT_9,BT_10,BT_11,BT_12,BT_13,BT_14,CJK_1,CJK_2,CJK_3,CJK_4,CJK_5,CJK_6,CJK_7,CJK_8,CJK_9,CJK_10,CJK_11,CJK_12,CJK_13,CJK_14,CJK_16,CJK_17,CJK_18,CJK_19,CJK_20
L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,P00338|LDHA_HUMAN,LDHA,1732800000,813820000,3917300000,2521600000,2379400000,1837000000,3055300000,2635500000,2479000000,2656000000,2184000000,1101300000,2815200000,1904700000,2097200000,1198200000,4909400000,1913000000,2317100000,2802600000,4192800000,1029700000,6441200000,8821600000,6018300000,1343200000,4192200000,7927400000,6470200000,4802900000,10143000000,2763300000,6361700000
Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,P06733|ENOA_HUMAN,ENO1,854130000,260050000,944080000,479830000,1681300000,573190000,653340000,676320000,846480000,509270000,888150000,376650000,469560000,381450000,249380000,135900000,456680000,144420000,421170000,376140000,603570000,247770000,1137700000,692050000,975980000,247440000,398630000,499930000,355450000,432940000,593620000,172910000,272670000
ATP synthase subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;,P25705|ATPA_HUMAN,ATP5F1A,519850000,480700000,598710000,664300000,529960000,737290000,650630000,652690000,474390000,441310000,644200000,516540000,553680000,629520000,750200000,181260000,1572900000,692300000,720050000,1614500000,991510000,624880000,1665700000,1460000000,1158500000,757710000,624110000,1306900000,1282500000,633350000,1611700000,496570000,959970000
Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3,P36871|PGM1_HUMAN,PGM1,107120000,66922000,180720000,290460000,164270000,202120000,122220000,331050000,86082000,223900000,74800000,131470000,153950000,256120000,93787000,80455000,282200000,84478000,205760000,192110000,349670000,81728000,465240000,628200000,329130000,141370000,272550000,500190000,266690000,239620000,393510000,84836000,238120000
Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5,P07814|SYEP_HUMAN,EPRS1,98051000,28697000,116770000,50999000,115160000,71261000,117850000,62666000,102910000,55546000,109370000,38567000,67379000,42707000,162390000,14070000,276880000,33426000,145160000,103300000,188220000,37824000,232180000,213440000,342670000,33830000,155820000,162810000,123140000,83536000,119020000,38183000,67296000
Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2,P04083|ANXA1_HUMAN,ANXA1,2538700000,1771300000,2945700000,1702800000,2779700000,2392200000,2879400000,1966200000,2598600000,2140600000,2751900000,1422400000,2056600000,1780100000,2429600000,526800000,4172400000,1269000000,2301900000,2650900000,3777400000,1483900000,4075900000,3441700000,4280100000,1460200000,2987300000,2687400000,2010600000,1722800000,2475100000,1025200000,1543200000
Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,P07437|TBB5_HUMAN,TUBB,1078000000,798520000,1680500000,1108800000,1244700000,1180400000,1247100000,897400000,1149400000,1016200000,1268700000,614060000,784300000,718720000,1478800000,377400000,2560400000,910290000,1481900000,1662700000,1798500000,550220000,2632800000,2048700000,3478700000,723400000,1395200000,2186000000,1454600000,1228400000,1339200000,750550000,1065000000
Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1,P68363|TBA1B_HUMAN,TUBA1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,O75083|WDR1_HUMAN,WDR1,208140000,155400000,436050000,264660000,226020000,234030000,233600000,207730000,211870000,254040000,250890000,153950000,185630000,203920000,382510000,55933000,771130000,285700000,675430000,547580000,737470000,317120000,1187500000,1034600000,704150000,292090000,638440000,806160000,1682200000,407920000,765670000,212200000,602090000
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3;,P04844|RPN2_HUMAN,RPN2,414180000,210380000,586730000,328780000,428060000,426790000,350820000,366020000,305880000,377690000,323330000,240460000,252410000,301220000,248270000,173350000,591890000,309100000,217540000,516440000,291880000,172950000,417160000,436820000,344930000,235490000,220740000,528460000,411340000,213640000,323230000,181370000,260770000
Thioredoxin reductase 1  cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3,Q16881|TRXR1_HUMAN,TXNRD1,458140000,192620000,886460000,320480000,624710000,301240000,408910000,200650000,508260000,253770000,414950000,168180000,304460000,176680000,558010000,143860000,1809900000,264540000,706010000,535200000,960250000,244250000,1796600000,1138600000,1549000000,312180000,832950000,802870000,674480000,486560000,795920000,195910000,256190000
Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,P68371|TBB4B_HUMAN,TUBB4B,42505000,49924000,48010000,43699000,55096000,45283000,43222000,36178000,36278000,49451000,49649000,26906000,35063000,33842000,129080000,27205000,182510000,34770000,146150000,96063000,193160000,46842000,236800000,180100000,339330000,88020000,76344000,139030000,151770000,98244000,110430000,58023000,62514000
Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2;,Q07954|LRP1_HUMAN,LRP1,35625000,31962000,46429000,55919000,56106000,72439000,54703000,28512000,32153000,62986000,66452000,36296000,35900000,19763000,73074000,18396000,227010000,73417000,94409000,46880000,175140000,3902000,182070000,82553000,170620000,87364000,48512000,176280000,61406000,59476000,37524000,32829000,33836000
Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1,Q71U36|TBA1A_HUMAN,TUBA1A,33011000,19332000,93847000,49394000,46000000,48170000,48572000,42162000,45819000,34383000,46895000,26202000,37496000,34702000,187670000,368770000,1498600000,543430000,93093000,1960300000,381030000,123840000,853290000,1663000000,444010000,1211600000,624730000,1347000000,855280000,924670000,1336800000,877020000,461220000
ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,P53396|ACLY_HUMAN,ACLY,166770000,76010000,407030000,224240000,191030000,144300000,299960000,192420000,178190000,183680000,260670000,104160000,225820000,228770000,253290000,61722000,409940000,142450000,217530000,263210000,247150000,77883000,349700000,217750000,365340000,118850000,202220000,227580000,287070000,269140000,202010000,168890000,215620000
Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2;;,P13667|PDIA4_HUMAN,PDIA4,211640000,139740000,243480000,236880000,197690000,254350000,206610000,210290000,181440000,216080000,218590000,134250000,197090000,321340000,399170000,70735000,681320000,218510000,401620000,311430000,602840000,126130000,762320000,523000000,839750000,254180000,393820000,537940000,516630000,249330000,277530000,128600000,348670000
Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,Q00341|VIGLN_HUMAN,HDLBP,249910000,99082000,408200000,226160000,277420000,314710000,314900000,241140000,272750000,172090000,342190000,129910000,210310000,194420000,344340000,41628000,550330000,92013000,391510000,164420000,476510000,64514000,503120000,370980000,655820000,137740000,294440000,345050000,303020000,197180000,213590000,142080000,191370000
Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1,Q9BQE3|TBA1C_HUMAN,TUBA1C,66218000,25418000,68357000,22088000,88030000,25414000,92046000,55498000,46842000,72425000,50848000,21177000,17944000,35586000,0,NA,0,244350,4321000,0,20524000,2775900,12923000,9861200,12897000,582330,11148000,2975300,5286500,13806000,1518800,0,5797900
LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3;,Q8WWI1|LMO7_HUMAN,LMO7,103370000,49179000,130870000,38850000,74309000,46813000,182680000,179510000,125440000,69178000,156520000,105390000,225890000,191600000,107920000,16586000,175070000,34332000,116450000,127240000,774440000,24939000,602560000,100350000,245810000,26934000,96814000,46251000,17541000,138130000,47775000,87533000,182890000
Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,P04075|ALDOA_HUMAN,ALDOA,1194400000,724010000,2017100000,835790000,1911700000,886710000,2180900000,1164500000,1860100000,1044800000,1809700000,610230000,1564600000,624090000,1911300000,334400000,3648600000,641370000,2567600000,1161900000,4366600000,874510000,5909100000,2882200000,6588300000,772200000,3115600000,2356600000,1749900000,2023900000,1252600000,1154200000,1363500000
Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3,P29401|TKT_HUMAN,TKT,138810000,120990000,194920000,206340000,211480000,178170000,121190000,106630000,143260000,118030000,138760000,82307000,80443000,96574000,666120000,168380000,1312500000,274540000,833970000,526540000,944420000,243710000,965900000,858060000,1207200000,291200000,546990000,854110000,736210000,296020000,594620000,119150000,234440000
T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,P48643|TCPE_HUMAN,CCT5,262650000,132580000,410800000,209330000,268580000,258200000,239600000,153500000,248400000,199810000,294430000,121060000,153800000,153390000,284630000,63529000,348530000,85127000,183770000,193860000,279140000,69450000,338180000,170350000,587310000,128040000,169320000,217380000,223650000,118330000,164390000,83118000,106690000
Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;,P60842|IF4A1_HUMAN,EIF4A1,204170000,91688000,316750000,225850000,231120000,190800000,219680000,140850000,214300000,139470000,281410000,109010000,129210000,161720000,476910000,75897000,603080000,117760000,406260000,227700000,518400000,146230000,490760000,260820000,527380000,214150000,259670000,324470000,250050000,142200000,208110000,146760000,145910000
Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1,Q13885|TBB2A_HUMAN,TUBB2A,27064000,22621000,37524000,24237000,23578000,15887000,27498000,19337000,19487000,20430000,38168000,16600000,23213000,19415000,30860000,4975600,57010000,6686400,45054000,30232000,58728000,10974000,76426000,55312000,126590000,21343000,44521000,41349000,43376000,41114000,35500000,24794000,34380000
Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4,P06744|G6PI_HUMAN,GPI,364790000,157230000,774960000,386390000,639920000,409740000,607090000,437700000,446960000,405010000,434390000,183310000,521310000,327400000,408300000,192310000,1023700000,287890000,471510000,504270000,771160000,179230000,1488800000,1389100000,1181200000,261670000,719270000,1240100000,901700000,823060000,1087400000,420650000,542890000
Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3;,Q12955|ANK3_HUMAN,ANK3,131800000,84327000,34337000,88803000,120860000,80710000,45554000,30804000,33062000,13319000,35552000,17811000,19375000,19712000,83874000,7038200,278220000,461790000,151290000,101210000,183800000,19855000,194700000,30613000,224690000,53268000,68699000,16188000,45611000,60586000,15066000,24769000,104340000
Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1;,Q9BSJ8|ESYT1_HUMAN,ESYT1,126400000,79031000,154550000,137690000,136120000,164000000,152930000,113040000,113380000,116020000,116450000,172670000,103790000,85635000,178870000,56461000,351570000,124200000,182130000,326550000,228390000,76322000,309700000,223980000,335270000,133420000,146350000,167180000,72944000,89567000,129650000,67905000,111220000
Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;;,Q05682|CALD1_HUMAN,CALD1,336630000,204720000,372500000,286700000,320370000,169840000,376240000,382190000,269810000,359010000,443560000,284430000,745690000,618600000,281740000,70731000,920120000,112200000,762140000,353370000,1443500000,234620000,1552400000,518540000,1326100000,168850000,477390000,486180000,485480000,651170000,592880000,422810000,869680000
Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;,P27797|CALR_HUMAN,CALR,1175000000,828590000,1692000000,1268400000,1012100000,1567800000,1428200000,1408000000,1167400000,1015300000,1580500000,1096600000,1121700000,1088000000,1632200000,364920000,3722100000,785980000,1976100000,1617400000,3231100000,918000000,4622300000,2808900000,5113100000,684990000,1956900000,2859200000,2180800000,1327300000,1969900000,522780000,1818900000
Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1,Q9BVA1|TBB2B_HUMAN,TUBB2B,606760,NA,NA,NA,394040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3;,P41250|GARS_HUMAN,GARS1,231970000,49934000,246610000,145560000,282430000,119220000,275560000,145780000,175470000,60166000,240260000,90794000,235200000,122650000,152330000,46833000,416730000,67688000,232140000,145590000,256320000,59328000,416230000,268540000,463580000,59242000,159870000,141560000,114440000,181850000,187520000,117280000,130180000
Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,P19367|HXK1_HUMAN,HK1,159290000,115900000,172270000,160380000,110210000,274310000,197410000,211270000,144840000,107260000,193100000,195050000,169820000,176160000,425790000,210630000,767530000,370720000,415110000,739070000,453820000,372540000,471410000,427270000,573590000,343360000,268980000,504490000,393630000,238580000,339950000,185250000,347580000
Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1,Q5VTE0|EF1A3_HUMAN,nan,NA,15501000,10120000,3730200,3908900,NA,0,5150200,NA,NA,3558400,NA,1532800,7627400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1,P68104|EF1A1_HUMAN,EEF1A1,NA,NA,NA,16008000,3831900,NA,1209000,2744500,NA,34556000,NA,1007100,NA,NA,NA,NA,NA,NA,NA,NA,NA,3658100,8041400,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2,Q15436|SC23A_HUMAN,SEC23A,110500000,62909000,181030000,123350000,129860000,126630000,132650000,125430000,122180000,102980000,109350000,124170000,88924000,121130000,92910000,35098000,190490000,60288000,71690000,115950000,91760000,3717900,170090000,169410000,171840000,48728000,98696000,176760000,152590000,89374000,173890000,69668000,118650000
Trifunctional enzyme subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;,P40939|ECHA_HUMAN,HADHA,141770000,149700000,166920000,205490000,128050000,267170000,164450000,194270000,128520000,128880000,181800000,174880000,134260000,186150000,178900000,61690000,302470000,166860000,154740000,402520000,207630000,198080000,354380000,421410000,356130000,188710000,155290000,401130000,370250000,135050000,351320000,59020000,173800000
Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2,Q99536|VAT1_HUMAN,VAT1,181210000,112490000,291280000,108480000,245030000,151090000,199460000,99001000,140820000,92969000,143090000,85560000,110970000,66941000,276410000,97572000,772620000,231230000,450260000,330780000,443280000,174940000,916840000,448700000,1143300000,185180000,273640000,426770000,222990000,302580000,315490000,92838000,171450000
A-kinase anchor protein 2 OS=Homo sapiens OX=9606 GN=AKAP2 PE=1 SV=3;,Q9Y2D5|AKAP2_HUMAN,PALM2AKAP2,81490000,116890000,76698000,134040000,105660000,147900000,83778000,99555000,83456000,123060000,69986000,102260000,76888000,106140000,19218000,3140800,88842000,38139000,76842000,111200000,121440000,40104000,231200000,222050000,139510000,25039000,39081000,104450000,95692000,70303000,180730000,13339000,136410000
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1;;,P04843|RPN1_HUMAN,RPN1,186680000,183520000,232880000,248780000,182420000,284430000,228310000,245180000,195240000,207780000,242410000,206360000,172880000,211550000,456440000,114710000,696680000,230860000,425370000,519010000,520740000,381200000,614550000,577700000,457640000,283060000,292620000,502720000,369010000,233930000,339180000,171170000,371450000
Keratin  type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2;;,P05783|K1C18_HUMAN,KRT18,209220000,25603000,2433300000,1452700000,391390000,96338000,268650000,272520000,440630000,199020000,250550000,49056000,275070000,140850000,65995000,957620,80160000,0,141240000,0,155180000,2757700,197650000,40171000,557260000,11748000,112730000,1375500,9352700,1751700,3368600,6108100,10419000
Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4,Q01995|TAGL_HUMAN,TAGLN,1868300000,869930000,3767500000,2108300000,1880000000,1603000000,1374900000,1221000000,1488000000,2019000000,2211400000,939560000,1181900000,1477800000,3454500000,871990000,6907100000,2235200000,4724500000,4206500000,6601900000,1670100000,6353700000,5167800000,7189200000,2582400000,3216800000,5081300000,4391500000,2840900000,4461500000,2184000000,4451100000
Stress-70 protein  mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2,P38646|GRP75_HUMAN,HSPA9,263130000,125090000,355530000,238240000,241040000,268090000,257730000,185520000,195960000,139830000,248250000,158770000,198300000,225110000,383650000,98281000,444070000,223030000,315120000,314770000,319650000,151240000,461760000,356070000,514940000,115810000,325880000,523040000,367090000,183450000,481350000,144030000,259910000
ATP-dependent 6-phosphofructokinase  platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2,Q01813|PFKAP_HUMAN,PFKP,129340000,51930000,282010000,151750000,177170000,139920000,236830000,134420000,149720000,107200000,203020000,65897000,137650000,63776000,225110000,28876000,338810000,80638000,208280000,139140000,261640000,76176000,286780000,269510000,238400000,88116000,102030000,170650000,170720000,117560000,193340000,92658000,132460000
Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,P53618|COPB_HUMAN,COPB1,74264000,36858000,137260000,91271000,73178000,90352000,117950000,81296000,93818000,53295000,119510000,42021000,70389000,76920000,191670000,32627000,305500000,74567000,124470000,187250000,178270000,35036000,243450000,167500000,298690000,67194000,123770000,181520000,163820000,108640000,138780000,81932000,122520000
Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2,Q14974|IMB1_HUMAN,KPNB1,104420000,68228000,153740000,107710000,121410000,106360000,126130000,98324000,104280000,86443000,138270000,71017000,83494000,75014000,489390000,170740000,782860000,231540000,315110000,520090000,388710000,94052000,434010000,435770000,536130000,269000000,304760000,622290000,366070000,248390000,245970000,210720000,166910000
